# This automated data download from the USGS Tracking Water Quality of the Nation's Rivers and Streams website have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
#SITE_QW_ID USGS station identifier for water-quality sampling (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#SITE_FLOW_ID USGS or other agency station identifier for streamflow measurement (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text)
#CONSTIT Abbreviation indicating constituent type.  Values include NO3+NO2: nitrate plus nitrite as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration
#DATE  Date of sample
#WY Water year; the 12-month period beginning on October 1 for any given year and lasting through September 30 of the following year. The water year is designated by the calendar year in which it ends.
#CONCENTRATION Concentration in milligrams per liter
#REMARK Water-quality remark.  This field is < if data are less than the laboratory reporting level or blank if they are not
SITE_QW_ID,SITE_FLOW_ID,CONSTIT,DATE,WY,CONCENTRATION,REMARK
11074000,11074000,NO3_NO2,1997-11-10,1998,7.0,
11074000,11074000,NO3_NO2,1997-11-11,1998,6.17,
11074000,11074000,NO3_NO2,1997-11-12,1998,6.28,
11074000,11074000,NO3_NO2,1997-12-06,1998,6.64,
11074000,11074000,NO3_NO2,1997-12-07,1998,2.06,
11074000,11074000,NO3_NO2,1997-12-08,1998,2.22,
11074000,11074000,NO3_NO2,1997-12-09,1998,2.84,
11074000,11074000,NO3_NO2,1997-12-10,1998,3.66,
11074000,11074000,NO3_NO2,1998-02-03,1998,6.65,
11074000,11074000,NO3_NO2,1998-02-04,1998,2.32,
11074000,11074000,NO3_NO2,1998-02-05,1998,2.77,
11074000,11074000,NO3_NO2,1998-10-22,1999,6.18,
11074000,11074000,NO3_NO2,1998-11-20,1999,6.71,
11074000,11074000,NO3_NO2,1998-12-10,1999,7.87,
11074000,11074000,NO3_NO2,1999-01-14,1999,8.79,
11074000,11074000,NO3_NO2,1999-01-25,1999,5.4,
11074000,11074000,NO3_NO2,1999-02-12,1999,7.84,
11074000,11074000,NO3_NO2,1999-03-12,1999,9.14,
11074000,11074000,NO3_NO2,1999-03-15,1999,5.02,
11074000,11074000,NO3_NO2,1999-04-07,1999,6.84,
11074000,11074000,NO3_NO2,1999-04-16,1999,5.71,
11074000,11074000,NO3_NO2,1999-05-20,1999,6.33,
11074000,11074000,NO3_NO2,1999-06-18,1999,5.46,
11074000,11074000,NO3_NO2,1999-07-15,1999,6.07,
11074000,11074000,NO3_NO2,1999-08-12,1999,5.36,
11074000,11074000,NO3_NO2,1999-09-16,1999,5.32,
11074000,11074000,NO3_NO2,1999-10-15,2000,2.88,
11074000,11074000,NO3_NO2,1999-11-17,2000,5.92,
11074000,11074000,NO3_NO2,1999-12-15,2000,5.57,
11074000,11074000,NO3_NO2,2000-01-13,2000,5.57,
11074000,11074000,NO3_NO2,2000-01-26,2000,4.04,
11074000,11074000,NO3_NO2,2000-01-31,2000,4.59,
11074000,11074000,NO3_NO2,2000-02-12,2000,4.95,
11074000,11074000,NO3_NO2,2000-02-17,2000,5.04,
11074000,11074000,NO3_NO2,2000-03-17,2000,4.02,
11074000,11074000,NO3_NO2,2000-04-13,2000,5.63,
11074000,11074000,NO3_NO2,2000-05-11,2000,5.55,
11074000,11074000,NO3_NO2,2000-06-14,2000,5.12,
11074000,11074000,NO3_NO2,2000-07-13,2000,4.94,
11074000,11074000,NO3_NO2,2000-08-17,2000,5.65,
11074000,11074000,NO3_NO2,2000-09-13,2000,5.47,
11074000,11074000,NO3_NO2,2000-10-19,2001,4.53,
11074000,11074000,NO3_NO2,2000-12-13,2001,6.45,
11074000,11074000,NO3_NO2,2001-01-18,2001,3.93,
11074000,11074000,NO3_NO2,2001-02-21,2001,4.36,
11074000,11074000,NO3_NO2,2001-03-22,2001,4.22,
11074000,11074000,NO3_NO2,2001-04-19,2001,6.07,
11074000,11074000,NO3_NO2,2001-05-16,2001,5.41,
11074000,11074000,NO3_NO2,2001-06-13,2001,5.72,
11074000,11074000,NO3_NO2,2001-07-12,2001,4.69,
11074000,11074000,NO3_NO2,2001-08-14,2001,4.86,
11074000,11074000,NO3_NO2,2001-09-12,2001,5.09,
11074000,11074000,NO3_NO2,2001-10-15,2002,4.88,
11074000,11074000,NO3_NO2,2001-12-13,2002,4.89,
11074000,11074000,NO3_NO2,2002-01-16,2002,5.79,
11074000,11074000,NO3_NO2,2002-02-13,2002,6.55,
11074000,11074000,NO3_NO2,2002-03-14,2002,6.51,
11074000,11074000,NO3_NO2,2002-04-17,2002,6.03,
11074000,11074000,NO3_NO2,2002-06-12,2002,4.42,
11074000,11074000,NO3_NO2,2002-08-14,2002,3.33,
11074000,11074000,NO3_NO2,2002-10-17,2003,4.35,
11074000,11074000,NO3_NO2,2002-12-11,2003,2.87,
11074000,11074000,NO3_NO2,2003-01-16,2003,5.44,
11074000,11074000,NO3_NO2,2003-02-13,2003,2.35,
11074000,11074000,NO3_NO2,2003-03-12,2003,4.93,
11074000,11074000,NO3_NO2,2003-04-16,2003,1.51,
11074000,11074000,NO3_NO2,2003-06-11,2003,3.14,
11074000,11074000,NO3_NO2,2003-08-14,2003,4.07,
11074000,11074000,NO3_NO2,2003-10-16,2004,3.53,
11074000,11074000,NO3_NO2,2003-12-11,2004,6.2,
11074000,11074000,NO3_NO2,2004-01-15,2004,4.01,
11074000,11074000,NO3_NO2,2004-02-11,2004,4.56,
11074000,11074000,NO3_NO2,2004-03-11,2004,2.46,
11074000,11074000,NO3_NO2,2004-04-12,2004,4.21,
11074000,11074000,NO3_NO2,2004-06-18,2004,3.89,
11074000,11074000,NO3_NO2,2004-08-12,2004,5.44,
11074000,11074000,NO3_NO2,2004-10-14,2005,6.6,
11074000,11074000,NO3_NO2,2004-12-13,2005,4.08,
11074000,11074000,NO3_NO2,2005-02-10,2005,4.92,
11074000,11074000,NO3_NO2,2005-05-13,2005,2.62,
11074000,11074000,NO3_NO2,2005-06-13,2005,2.52,
11074000,11074000,NO3_NO2,2005-08-08,2005,2.46,
11074000,11074000,NO3_NO2,2005-10-11,2006,5.93,
11074000,11074000,NO3_NO2,2005-12-15,2006,6.34,
11074000,11074000,NO3_NO2,2006-02-07,2006,6.69,
11074000,11074000,NO3_NO2,2006-04-20,2006,2.62,
11074000,11074000,NO3_NO2,2006-06-21,2006,3.02,
11074000,11074000,NO3_NO2,2006-08-09,2006,5.74,
11074000,11074000,NO3_NO2,2006-10-25,2007,5.63,
11074000,11074000,NO3_NO2,2006-11-16,2007,5.71,
11074000,11074000,NO3_NO2,2006-12-18,2007,4.3,
11074000,11074000,NO3_NO2,2007-01-10,2007,5.83,
11074000,11074000,NO3_NO2,2007-01-25,2007,6.15,
11074000,11074000,NO3_NO2,2007-02-06,2007,5.38,
11074000,11074000,NO3_NO2,2007-02-21,2007,4.71,
11074000,11074000,NO3_NO2,2007-03-08,2007,5.82,
11074000,11074000,NO3_NO2,2007-03-29,2007,7.17,
11074000,11074000,NO3_NO2,2007-04-10,2007,4.89,
11074000,11074000,NO3_NO2,2007-04-25,2007,4.54,
11074000,11074000,NO3_NO2,2007-05-16,2007,5.25,
11074000,11074000,NO3_NO2,2007-05-30,2007,5.25,
11074000,11074000,NO3_NO2,2007-06-15,2007,5.74,
11074000,11074000,NO3_NO2,2007-06-28,2007,5.03,
11074000,11074000,NO3_NO2,2007-07-16,2007,5.37,
11074000,11074000,NO3_NO2,2007-08-23,2007,5.37,
11074000,11074000,NO3_NO2,2007-09-06,2007,4.48,
11074000,11074000,NO3_NO2,2007-10-05,2008,6.73,
11074000,11074000,NO3_NO2,2007-11-15,2008,6.27,
11074000,11074000,NO3_NO2,2007-12-20,2008,3.15,
11074000,11074000,NO3_NO2,2008-01-17,2008,2.38,
11074000,11074000,NO3_NO2,2008-01-31,2008,2.59,
11074000,11074000,NO3_NO2,2008-02-12,2008,2.65,
11074000,11074000,NO3_NO2,2008-02-28,2008,2.84,
11074000,11074000,NO3_NO2,2008-03-13,2008,3.4,
11074000,11074000,NO3_NO2,2008-03-27,2008,5.03,
11074000,11074000,NO3_NO2,2008-04-03,2008,5.78,
11074000,11074000,NO3_NO2,2008-04-24,2008,6.21,
11074000,11074000,NO3_NO2,2008-05-06,2008,5.78,
11074000,11074000,NO3_NO2,2008-05-23,2008,2.44,
11074000,11074000,NO3_NO2,2008-06-02,2008,5.08,
11074000,11074000,NO3_NO2,2008-06-19,2008,5.43,
11074000,11074000,NO3_NO2,2008-07-09,2008,4.48,
11074000,11074000,NO3_NO2,2008-08-11,2008,4.02,
11074000,11074000,NO3_NO2,2008-09-04,2008,4.44,
11074000,11074000,NO3_NO2,2008-10-22,2009,4.84,
11074000,11074000,NO3_NO2,2008-11-13,2009,6.18,
11074000,11074000,NO3_NO2,2008-12-09,2009,5.51,
11074000,11074000,NO3_NO2,2009-01-12,2009,3.69,
11074000,11074000,NO3_NO2,2009-01-28,2009,4.59,
11074000,11074000,NO3_NO2,2009-02-11,2009,2.32,
11074000,11074000,NO3_NO2,2009-02-23,2009,3.02,
11074000,11074000,NO3_NO2,2009-03-09,2009,1.9,
11074000,11074000,NO3_NO2,2009-03-24,2009,2.86,
11074000,11074000,NO3_NO2,2009-04-09,2009,4.78,
11074000,11074000,NO3_NO2,2009-04-24,2009,4.59,
11074000,11074000,NO3_NO2,2009-05-08,2009,3.77,
11074000,11074000,NO3_NO2,2009-05-21,2009,3.52,
11074000,11074000,NO3_NO2,2009-06-04,2009,4.09,
11074000,11074000,NO3_NO2,2009-06-17,2009,4.17,
11074000,11074000,NO3_NO2,2009-07-15,2009,3.69,
11074000,11074000,NO3_NO2,2009-08-10,2009,3.9,
11074000,11074000,NO3_NO2,2009-09-01,2009,3.53,
11074000,11074000,NO3_NO2,2009-10-21,2010,2.21,
11074000,11074000,NO3_NO2,2009-11-18,2010,4.46,
11074000,11074000,NO3_NO2,2009-12-08,2010,2.85,
11074000,11074000,NO3_NO2,2010-01-05,2010,6.12,
11074000,11074000,NO3_NO2,2010-01-20,2010,1.72,
11074000,11074000,NO3_NO2,2010-02-01,2010,2.45,
11074000,11074000,NO3_NO2,2010-02-24,2010,2.33,
11074000,11074000,NO3_NO2,2010-03-10,2010,2.58,
11074000,11074000,NO3_NO2,2010-03-23,2010,2.69,
11074000,11074000,NO3_NO2,2010-04-06,2010,3.19,
11074000,11074000,NO3_NO2,2010-04-22,2010,2.18,
11074000,11074000,NO3_NO2,2010-05-05,2010,1.2,
11074000,11074000,NO3_NO2,2010-05-18,2010,0.9,
11074000,11074000,NO3_NO2,2010-06-07,2010,1.2,
11074000,11074000,NO3_NO2,2010-06-29,2010,2.93,
11074000,11074000,NO3_NO2,2010-07-12,2010,4.06,
11074000,11074000,NO3_NO2,2010-08-18,2010,3.54,
11074000,11074000,NO3_NO2,2010-09-13,2010,4.15,
11074000,11074000,NO3_NO2,2010-10-12,2011,4.7,
11074000,11074000,NO3_NO2,2010-11-04,2011,3.75,
11074000,11074000,NO3_NO2,2010-12-29,2011,1.21,
11074000,11074000,NO3_NO2,2011-01-13,2011,1.82,
11074000,11074000,NO3_NO2,2011-01-27,2011,2.34,
11074000,11074000,NO3_NO2,2011-02-10,2011,4.03,
11074000,11074000,NO3_NO2,2011-02-25,2011,3.59,
11074000,11074000,NO3_NO2,2011-03-10,2011,2.33,
11074000,11074000,NO3_NO2,2011-03-22,2011,2.74,
11074000,11074000,NO3_NO2,2011-04-07,2011,2.18,
11074000,11074000,NO3_NO2,2011-04-28,2011,2.36,
11074000,11074000,NO3_NO2,2011-05-17,2011,2.42,
11074000,11074000,NO3_NO2,2011-05-27,2011,2.24,
11074000,11074000,NO3_NO2,2011-06-16,2011,1.58,
11074000,11074000,NO3_NO2,2011-06-28,2011,4.36,
11074000,11074000,NO3_NO2,2011-07-15,2011,3.54,
11074000,11074000,NO3_NO2,2011-08-11,2011,3.05,
11074000,11074000,NO3_NO2,2011-09-01,2011,3.31,
11074000,11074000,NO3_NO2,2011-10-13,2012,4.9,
11074000,11074000,NO3_NO2,2011-11-14,2012,4.15,
11074000,11074000,NO3_NO2,2011-12-20,2012,5.48,
11074000,11074000,NO3_NO2,2012-01-05,2012,5.56,
11074000,11074000,NO3_NO2,2012-01-24,2012,4.22,
11074000,11074000,NO3_NO2,2012-02-09,2012,5.83,
11074000,11074000,NO3_NO2,2012-02-28,2012,4.22,
11074000,11074000,NO3_NO2,2012-03-14,2012,4.99,
11074000,11074000,NO3_NO2,2012-03-27,2012,2.95,
11074000,11074000,NO3_NO2,2012-04-09,2012,2.26,
11074000,11074000,NO3_NO2,2012-04-26,2012,1.88,
11074000,11074000,NO3_NO2,2012-05-17,2012,2.36,
11074000,11074000,NO3_NO2,2012-05-29,2012,5.35,
11074000,11074000,NO3_NO2,2012-06-14,2012,3.84,
11074000,11074000,NO3_NO2,2012-06-26,2012,3.77,
11074000,11074000,NO3_NO2,2012-07-10,2012,3.57,
11074000,11074000,NO3_NO2,2012-08-16,2012,2.57,
11074000,11074000,NO3_NO2,2012-09-04,2012,4.66,
11074000,11074000,NO3_NO2,2012-10-09,2013,4.12,
11074000,11074000,NO3_NO2,2012-11-15,2013,3.56,
11074000,11074000,NO3_NO2,2012-12-10,2013,5.65,
11074000,11074000,NO3_NO2,2013-01-16,2013,6.4,
11074000,11074000,NO3_NO2,2013-01-30,2013,4.58,
11074000,11074000,NO3_NO2,2013-02-13,2013,5.47,
11074000,11074000,NO3_NO2,2013-02-26,2013,5.68,
11074000,11074000,NO3_NO2,2013-03-12,2013,3.93,
11074000,11074000,NO3_NO2,2013-03-26,2013,5.12,
11074000,11074000,NO3_NO2,2013-04-09,2013,4.78,
11074000,11074000,NO3_NO2,2013-04-25,2013,4.78,
11074000,11074000,NO3_NO2,2013-05-07,2013,3.92,
11074000,11074000,NO3_NO2,2013-05-23,2013,4.4,
11074000,11074000,NO3_NO2,2013-06-03,2013,3.66,
11074000,11074000,NO3_NO2,2013-06-19,2013,3.66,
11074000,11074000,NO3_NO2,2013-07-16,2013,3.66,
11074000,11074000,NO3_NO2,2013-08-05,2013,3.87,
11074000,11074000,NO3_NO2,2013-09-04,2013,4.45,
11074000,11074000,NO3_NO2,2013-10-22,2014,3.71,
11074000,11074000,NO3_NO2,2013-11-20,2014,4.87,
11074000,11074000,NO3_NO2,2013-12-19,2014,4.95,
11074000,11074000,NO3_NO2,2014-01-14,2014,5.23,
11074000,11074000,NO3_NO2,2014-01-23,2014,4.77,
11074000,11074000,NO3_NO2,2014-02-04,2014,5.21,
11074000,11074000,NO3_NO2,2014-02-20,2014,5.11,
11074000,11074000,NO3_NO2,2014-03-06,2014,2.15,
11074000,11074000,NO3_NO2,2014-03-24,2014,0.151,
11074000,11074000,NO3_NO2,2014-04-09,2014,3.6,
11074000,11074000,NO3_NO2,2014-04-28,2014,3.82,
11074000,11074000,NO3_NO2,2014-05-16,2014,3.95,
11074000,11074000,NO3_NO2,2014-05-29,2014,4.34,
11074000,11074000,NO3_NO2,2014-06-12,2014,3.78,
11074000,11074000,NO3_NO2,2014-06-25,2014,4.5,
11074000,11074000,NO3_NO2,2014-07-16,2014,3.73,
11074000,11074000,NO3_NO2,2014-08-13,2014,4.34,
11074000,11074000,NO3_NO2,2014-09-04,2014,4.93,
11074000,11074000,SSC,1992-11-10,1993,26.0,
11074000,11074000,SSC,1993-01-26,1993,120.0,
11074000,11074000,SSC,1993-03-25,1993,37.0,
11074000,11074000,SSC,1993-05-12,1993,21.0,
11074000,11074000,SSC,1993-07-13,1993,3020.0,
11074000,11074000,SSC,1993-11-03,1994,106.0,
11074000,11074000,SSC,1994-01-26,1994,80.0,
11074000,11074000,SSC,1994-03-17,1994,20.0,
11074000,11074000,SSC,1994-05-26,1994,6.0,
11074000,11074000,SSC,1994-05-27,1994,4.0,
11074000,11074000,SSC,1994-07-14,1994,608.0,
11074000,11074000,SSC,1994-09-15,1994,214.0,
11074000,11074000,SSC,1998-10-22,1999,24.0,
11074000,11074000,SSC,2000-07-13,2000,120.0,
11074000,11074000,SSC,2000-08-17,2000,80.0,
11074000,11074000,SSC,2000-09-13,2000,65.0,
11074000,11074000,SSC,2000-10-19,2001,213.0,
11074000,11074000,SSC,2000-12-13,2001,55.0,
11074000,11074000,SSC,2001-01-18,2001,24.0,
11074000,11074000,SSC,2001-02-21,2001,14.0,
11074000,11074000,SSC,2001-03-22,2001,7.0,
11074000,11074000,SSC,2001-04-19,2001,36.0,
11074000,11074000,SSC,2001-05-16,2001,128.0,
11074000,11074000,SSC,2001-06-13,2001,79.0,
11074000,11074000,SSC,2001-07-12,2001,79.0,
11074000,11074000,SSC,2001-08-14,2001,86.0,
11074000,11074000,SSC,2001-09-12,2001,109.0,
11074000,11074000,SSC,2001-10-15,2002,81.0,
11074000,11074000,SSC,2001-12-13,2002,6.0,
11074000,11074000,SSC,2002-01-16,2002,6.0,
11074000,11074000,SSC,2002-02-13,2002,12.0,
11074000,11074000,SSC,2002-03-14,2002,14.0,
11074000,11074000,SSC,2002-04-17,2002,25.0,
11074000,11074000,SSC,2002-06-12,2002,34.0,
11074000,11074000,SSC,2002-08-14,2002,52.0,
11074000,11074000,SSC,2002-10-17,2003,22.0,
11074000,11074000,SSC,2002-12-11,2003,6.0,
11074000,11074000,SSC,2003-01-16,2003,0.5,<
11074000,11074000,SSC,2003-02-13,2003,653.0,
11074000,11074000,SSC,2003-03-12,2003,5.0,
11074000,11074000,SSC,2003-04-16,2003,227.0,
11074000,11074000,SSC,2003-06-11,2003,37.0,
11074000,11074000,SSC,2003-08-14,2003,124.0,
11074000,11074000,SSC,2003-10-16,2004,261.0,
11074000,11074000,SSC,2003-12-11,2004,8.0,
11074000,11074000,SSC,2004-01-15,2004,13.0,
11074000,11074000,SSC,2004-02-11,2004,24.0,
11074000,11074000,SSC,2004-03-11,2004,19.0,
11074000,11074000,SSC,2004-04-12,2004,3.0,
11074000,11074000,SSC,2004-06-18,2004,135.0,
11074000,11074000,SSC,2004-08-12,2004,90.0,
11074000,11074000,SSC,2004-10-14,2005,81.0,
11074000,11074000,SSC,2004-12-13,2005,3.0,
11074000,11074000,SSC,2005-02-10,2005,13.0,
11074000,11074000,SSC,2005-05-13,2005,5.0,
11074000,11074000,SSC,2005-10-11,2006,377.0,
11074000,11074000,SSC,2005-12-15,2006,22.0,
11074000,11074000,SSC,2006-02-07,2006,42.0,
11074000,11074000,SSC,2006-04-20,2006,7.0,
11074000,11074000,SSC,2006-06-21,2006,63.0,
11074000,11074000,SSC,2006-08-09,2006,1060.0,
11074000,11074000,SSC,2006-10-25,2007,249.0,
11074000,11074000,SSC,2006-11-16,2007,150.0,
11074000,11074000,SSC,2006-12-18,2007,65.0,
11074000,11074000,SSC,2007-01-10,2007,106.0,
11074000,11074000,SSC,2007-01-25,2007,105.0,
11074000,11074000,SSC,2007-02-06,2007,79.0,
11074000,11074000,SSC,2007-02-21,2007,43.0,
11074000,11074000,SSC,2007-03-08,2007,358.0,
11074000,11074000,SSC,2007-03-29,2007,132.0,
11074000,11074000,SSC,2007-04-10,2007,145.0,
11074000,11074000,SSC,2007-04-25,2007,108.0,
11074000,11074000,SSC,2007-05-16,2007,123.0,
11074000,11074000,SSC,2007-05-30,2007,85.0,
11074000,11074000,SSC,2007-06-15,2007,92.0,
11074000,11074000,SSC,2007-06-28,2007,87.0,
11074000,11074000,SSC,2007-07-16,2007,103.0,
11074000,11074000,SSC,2007-08-23,2007,71.0,
11074000,11074000,SSC,2007-09-06,2007,188.0,
11074000,11074000,SSC,2007-10-05,2008,92.0,
11074000,11074000,SSC,2007-11-15,2008,50.0,
11074000,11074000,SSC,2008-01-17,2008,7.0,
11074000,11074000,SSC,2008-01-31,2008,39.0,
11074000,11074000,SSC,2008-02-12,2008,4.0,
11074000,11074000,SSC,2008-02-28,2008,5.0,
11074000,11074000,SSC,2008-03-13,2008,7.0,
11074000,11074000,SSC,2008-03-27,2008,112.0,
11074000,11074000,SSC,2008-04-03,2008,64.0,
11074000,11074000,SSC,2008-04-24,2008,79.0,
11074000,11074000,SSC,2008-05-06,2008,48.0,
11074000,11074000,SSC,2008-05-23,2008,1900.0,
11074000,11074000,SSC,2008-06-02,2008,55.0,
11074000,11074000,SSC,2008-06-19,2008,44.0,
11074000,11074000,SSC,2008-07-09,2008,75.0,
11074000,11074000,SSC,2008-08-11,2008,46.0,
11074000,11074000,SSC,2008-09-04,2008,38.0,
11074000,11074000,SSC,2008-10-22,2009,42.0,
11074000,11074000,SSC,2008-11-13,2009,25.0,
11074000,11074000,SSC,2008-12-09,2009,46.0,
11074000,11074000,SSC,2009-01-12,2009,19.0,
11074000,11074000,SSC,2009-01-28,2009,12.0,
11074000,11074000,SSC,2009-02-11,2009,47.0,
11074000,11074000,SSC,2009-02-23,2009,11.0,
11074000,11074000,SSC,2009-03-09,2009,2.0,
11074000,11074000,SSC,2009-03-24,2009,3.0,
11074000,11074000,SSC,2009-04-09,2009,53.0,
11074000,11074000,SSC,2009-04-24,2009,44.0,
11074000,11074000,SSC,2009-05-08,2009,42.0,
11074000,11074000,SSC,2009-05-21,2009,51.0,
11074000,11074000,SSC,2009-06-04,2009,32.0,
11074000,11074000,SSC,2009-06-17,2009,36.0,
11074000,11074000,SSC,2009-07-15,2009,30.0,
11074000,11074000,SSC,2009-08-10,2009,18.0,
11074000,11074000,SSC,2009-09-01,2009,33.0,
11074000,11074000,SSC,2009-10-21,2010,19.0,
11074000,11074000,SSC,2009-11-18,2010,24.0,
11074000,11074000,SSC,2009-12-08,2010,104.0,
11074000,11074000,SSC,2010-01-05,2010,31.0,
11074000,11074000,SSC,2010-01-20,2010,335.0,
11074000,11074000,SSC,2010-02-01,2010,29.0,
11074000,11074000,SSC,2010-03-10,2010,8.0,
11074000,11074000,SSC,2010-03-23,2010,3.0,
11074000,11074000,SSC,2010-04-06,2010,2.0,
11074000,11074000,SSC,2010-04-22,2010,3.0,
11074000,11074000,SSC,2010-05-05,2010,17.0,
11074000,11074000,SSC,2010-05-18,2010,28.0,
11074000,11074000,SSC,2010-06-07,2010,27.0,
11074000,11074000,SSC,2010-06-29,2010,99.0,
11074000,11074000,SSC,2010-07-12,2010,77.0,
11074000,11074000,SSC,2010-09-13,2010,54.0,
11074000,11074000,SSC,2010-10-12,2011,69.0,
11074000,11074000,SSC,2010-11-04,2011,26.0,
11074000,11074000,SSC,2011-01-13,2011,12.0,
11074000,11074000,SSC,2011-01-27,2011,6.0,
11074000,11074000,SSC,2011-02-10,2011,6.0,
11074000,11074000,SSC,2011-02-25,2011,12.0,
11074000,11074000,SSC,2011-03-10,2011,19.0,
11074000,11074000,SSC,2011-03-22,2011,36.0,
11074000,11074000,SSC,2011-04-07,2011,14.0,
11074000,11074000,SSC,2011-04-28,2011,4.0,
11074000,11074000,SSC,2011-05-17,2011,10.0,
11074000,11074000,SSC,2011-05-27,2011,7.0,
11074000,11074000,SSC,2011-06-16,2011,18.0,
11074000,11074000,SSC,2011-06-28,2011,354.0,
11074000,11074000,SSC,2011-07-15,2011,139.0,
11074000,11074000,SSC,2011-08-11,2011,120.0,
11074000,11074000,SSC,2011-10-13,2012,59.0,
11074000,11074000,SSC,2011-11-14,2012,34.0,
11074000,11074000,SSC,2011-12-20,2012,28.0,
11074000,11074000,SSC,2012-01-05,2012,41.0,
11074000,11074000,SSC,2012-01-24,2012,31.0,
11074000,11074000,SSC,2012-02-09,2012,27.0,
11074000,11074000,SSC,2012-02-28,2012,29.0,
11074000,11074000,SSC,2012-03-14,2012,61.0,
11074000,11074000,SSC,2012-03-27,2012,11.0,
11074000,11074000,SSC,2012-04-09,2012,4.0,
11074000,11074000,SSC,2012-04-26,2012,4.0,
11074000,11074000,SSC,2012-05-17,2012,18.0,
11074000,11074000,SSC,2012-05-29,2012,80.0,
11074000,11074000,SSC,2012-06-14,2012,77.0,
11074000,11074000,SSC,2012-06-26,2012,67.0,
11074000,11074000,SSC,2012-07-10,2012,82.0,
11074000,11074000,SSC,2012-08-16,2012,119.0,
11074000,11074000,SSC,2012-09-04,2012,80.0,
11074000,11074000,SSC,2012-10-09,2013,64.0,
11074000,11074000,SSC,2012-11-15,2013,49.0,
11074000,11074000,SSC,2012-12-10,2013,53.0,
11074000,11074000,SSC,2013-01-16,2013,38.0,
